,tweets,sentiment,predict_sentiment
5103,"['vaksin', 'booster', 'jaga', 'sehat', 'nyakin', 'jalan', 'jaga', 'protokol', 'sehat']",1.0,1.0
3217,"['jam', 'vaksin', 'booster', 'pakai', 'galon', 'isi', 'ulang', 'mudah', 'masyarakat']",1.0,1.0
3035,"['infra', 'solusi', 'indonesia', 'anak', 'usaha', 'link', 'net', 'tbk', 'butuh', 'telesales', 'kualifikasi', 'jurus', 'buka', 'fresh', 'graduate', 'milik', 'alam', 'telesales', 'telemarketing', 'sales', 'suka', 'vaksin', 'booster']",1.0,1.0
80,"['ayo', 'vaksin', 'booster', 'kebal']",1.0,1.0
1042,"['kakak', 'seamakasi', 'iktn', 'yahka', 'sea', 'banget', 'nonton', 'konser', 'svttapi', 'apa', 'daya', 'tiketmau', 'beli', 'rezekialhasil', 'coba', 'cari', 'carat', 'pda', 'gaakhirnya', 'kakak', 'sea', 'gaaku', 'umur', 'legal', 'vaksin', 'booster']",1.0,1.0
1420,"['tau', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
2531,"['ayo', 'undercut', 'bang', 'takut', 'vaksin', 'booster']",1.0,1.0
2704,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron', 'taat', 'prokes']",1.0,1.0
5674,"['informasi', 'vaksin', 'booster', 'jaktim', 'depok']",1.0,1.0
1315,"['vaksin', 'booster', 'pfizer', 'pagi', 'rasa', 'lemes', 'kuras', 'tenaga']",-1.0,-1.0
2554,"['anjing', 'vaksin', 'booster', 'tidakbisa', 'kampung', 'surat', 'antigen', 'wanjaayyy', 'huweeee', 'vaksin', 'tiga']",-1.0,-1.0
534,"['kira', 'vaksin', 'booster', 'dar', 'suntik', 'habis', 'jalan', 'jalan', 'puas', 'nyata', 'baring', 'lemah', 'kasur']",1.0,1.0
4932,"['terima', 'sertifikat', 'vaksin', 'booster', 'tercetakfisik', 'boarding', 'stasiun', 'berangkat', 'terimakasih']",1.0,1.0
5080,"['vaksin', 'booster', 'cek', 'instagram', 'kimia', 'farma', 'reservasi', 'pastiin', 'outlet', 'pilih', 'beneran', 'sedia', 'alias', 'konfirmasi']",1.0,1.0
1215,"['jawatimur', 'bicara', 'khofifah', 'akselerasi', 'cepat', 'minta', 'pusat', 'daerah', 'butuh', 'dosis', 'vaksin', 'booster', 'tiga']",1.0,-1.0
5041,"['teman', 'ada', 'vaksin', 'booster', 'jakarta', 'buka', 'kokasgancy', 'gasih', 'standnya']",1.0,1.0
156,"['pandang', 'betina', 'birah', 'tunggu', 'vaksin', 'steril', 'vaksin', 'besok', 'vaksin', 'booster', 'steril', 'vaksin', 'teman', 'nyaranin', 'catnip', 'ampuh', 'kucing']",-1.0,1.0
3755,"['bsok', 'vaksin', 'booster', 'jam', 'buka', 'butuh', 'booster']",-1.0,-1.0
393,"['informasi', 'nggowo', 'sertipikat', 'vaksin', 'booster']",1.0,1.0
1335,"['jelang', 'nataru', 'kapolres', 'pasuruan', 'laku', 'monitoring', 'gebyar', 'vaksin', 'booster', 'presisi']",1.0,1.0
1964,"['vaksin', 'booster', 'deg', 'degan', 'banget', 'trauma', 'suntik', 'lahir', 'sakit']",1.0,-1.0
408,"['pasar', 'turi', 'sby', 'vaksin', 'booster', 'terimakasih']",1.0,1.0
5070,"['pingin', 'vaksin', 'booster', 'makkk', 'buka', 'victori', 'penuh', 'online', 'jam', 'jadwal']",1.0,1.0
3667,"['efek', 'samping', 'habis', 'vaksin', 'booster', 'tibatiba', 'flu']",-1.0,1.0
4644,"['informasi', 'lokasi', 'vaksin', 'booster', 'daerah', 'kabtangerang', 'puskes', 'dekat', 'habis', 'stok']",1.0,1.0
4378,"['ibu', 'eks', 'kanker', 'vaksin', 'booster', 'lengkap', 'konsul', 'pakai', 'rujuk', 'bpjs', 'pasti', 'relapsealternatif', 'cari', 'kerja', 'wfh', 'freelance', 'usaha', 'gaji', 'gede', 'wfhwfaremote', 'skill', 'binggris', 'bagus', 'semangat']",1.0,1.0
4674,"['gara-gara', 'dm', 'cari', 'informasi', 'vaksin', 'booster', 'keluarga', 'jasa', 'tembak', 'vaksin', 'alias', 'suntik', 'nongol', 'sertifikat']",-1.0,-1.0
1163,"['giat', 'personil', 'kuala', 'laksana', 'vaksin', 'booster', 'poliklinik', 'kepolisianresor', 'langkat', 'giat', 'situasi', 'aman']",1.0,-1.0
1158,"['braw', 'vaksin', 'booster', 'dekat', 'butuh', 'bgtt', 'terimakasih']",1.0,1.0
1780,"['makasii', 'bantu', 'banget', 'bawa', 'kartu', 'vaksin', 'booster', 'vaksin', 'booster', 'kaya', 'cetak', 'coba']",1.0,1.0
1471,"['help', 'teman', 'informasi', 'vaksin', 'booster', 'cikarang', 'jababeka', 'deketdeketan', 'situ']",1.0,1.0
1886,"['lindung', 'tambah', 'lanjutusia', 'vaksin', 'booster']",1.0,1.0
2746,"['tertawa', 'give', 'away', 'vaksin', 'booster']",1.0,1.0
319,"['sebel', 'pwk', 'situ', 'cari', 'vaksin', 'booster', 'helm', 'diambilin', 'salah']",-1.0,-1.0
4579,"['kaak', 'vaksin', 'booster', 'stock', 'vaksin', 'booster', 'habis', 'venue', 'swab', 'beli', 'tiket', 'huhuu']",1.0,1.0
1562,"['data', 'tunjuk', 'covid', 'hilang', 'segera', 'vaksin', 'booster', 'patuh', 'protokol', 'sehat', 'anjur']",1.0,1.0
4751,"['habis', 'vaksin', 'booster', 'hitung', 'jak', 'sehat', 'heran']",1.0,1.0
4404,"['gurlllll', 'smoga', 'ngunjungin', 'bandunggg', 'sadly', 'naek', 'vaksin', 'booster', 'cari', 'booster']",-1.0,-1.0
1569,"['ngeributin', 'vaksin', 'booster', 'bantu', 'jelasin', 'wajib', 'umur', 'kolot', 'banget', 'hilang']",1.0,1.0
132,"['vaksin', 'covid', 'kuat', 'kayak', 'tahan', 'banting', 'banget', 'habis', 'vaksin', 'booster', 'ngedrop', 'hujan', 'kali', 'gampang']",1.0,1.0
5858,"['dom', 'lebihbaik', 'dekatsekali', 'booster', 'krna', 'tangan', 'gel', 'lagi', 'sertifikat', 'vaksin', 'booster']",-1.0,1.0
4306,"['jbrfess', 'informasi', 'vaksin', 'booster', 'jumatsabtu', 'besok', 'jember', 'kota', 'terima', 'kasih']",1.0,1.0
2389,"['baikjangan', 'jahat', 'terimakasih', 'vaksin', 'booster']",1.0,1.0
167,"['teman', 'butuh', 'bukti', 'print', 'vaksin', 'booster', 'informasi']",-1.0,-1.0
2764,"['vaksin', 'booster', 'indonesia', 'capai', 'juta', 'duduk']",1.0,1.0
3307,"['yha', 'hbs', 'vaksin', 'booster', 'mlh', 'gampng', 'sakit']",-1.0,-1.0
622,"['ayo', 'vaksin', 'vaksin', 'booster', 'datang', 'klinik', 'pratama', 'kepolisianresor', 'bima', 'kota', 'pusat', 'sehat', 'masyarakat', 'pkm', 'dekat']",1.0,1.0
1421,"['warga', 'nakes', 'lanjutusia', 'cari', 'vaksin', 'jenis', 'pfizer', 'lokasi', 'vaksinasi', 'dekat', 'lokasi', 'detikers', 'jadwal', 'lokasi', 'vaksin', 'booster', 'surabaya']",-1.0,1.0
3844,"['admin', 'konfirmasi', 'vaksin', 'booster', 'green', 'pramuka', 'square', 'halodoc', 'kirakira', 'daftar', 'jam', 'dikonfir', 'terima', 'kasih']",1.0,1.0
1839,"['jadwal', 'lengkap', 'lokasi', 'vaksin', 'booster', 'jabodetabek', 'november', 'desember']",1.0,1.0
4417,"['informasi', 'vaksin', 'booster', 'daerah', 'jakbar']",1.0,1.0
969,"['disiplin', 'protokol', 'sehat', 'lindung', 'keluarga', 'vaksin', 'booster', 'antisipasi', 'naik', 'laju', 'tular', 'covid', 'vaksin', 'booster', 'lindung', 'ekstra']",1.0,1.0
812,"['selamat', 'sore', 'kakak', 'kakak', 'jarak', 'tumpang', 'usia', 'atas', 'wajib', 'terima', 'vaksin', 'booster', 'informasi', 'lengkap', 'link', 'terimakasih']",1.0,1.0
3460,"['subvarian', 'xbb', 'cepat', 'tular', 'vaksin', 'booster']",-1.0,1.0
3399,"['vaksin', 'booster', 'stock', 'varian']",1.0,1.0
1962,"['lindung', 'tambah', 'vaksin', 'booster', 'lanjutusia']",1.0,1.0
4570,"['vaksin', 'booster', 'beneran']",1.0,1.0
1611,"['wakakakakak', 'kuat', 'vaksin', 'booster']",1.0,1.0
1965,"['pemerintahkota', 'solo', 'sasar', 'lanjutusia', 'vaksin', 'booster']",1.0,1.0
2339,"['bawa', 'kartutandapenduduk', 'asli', 'nunjukin', 'vaksin', 'booster', 'etix', 'beli', 'tiket', 'bawa', 'fc', 'kartutandapenduduk', 'beli', 'tiket', 'bareng', 'foto', 'vaksin', 'booster']",1.0,1.0
3820,"['kakak', 'informasi', 'vaksin', 'booster', 'baru', 'clg', 'kakak']",1.0,1.0
4669,"['vaksin', 'booster', 'kayak', 'vaksin', 'sakit', 'parah']",-1.0,-1.0
1032,"['braw', 'klinik', 'ub', 'vaksin', 'booster', 'butuh', 'banget', 'pulkam']",-1.0,-1.0
2699,"['tunggu', 'pasca', 'long', 'covid', 'nyata', 'negatif', 'vaksin', 'vaksin', 'booster', 'tragis', 'orangtua', 'adik', 'kota', 'full', 'isolasi', 'mandiri', 'sama', 'suami', 'isolasi', 'mandiri']",1.0,-1.0
2952,"['data', 'vaksin', 'booster', 'vaksin', 'klinik', 'kepolisianresor', 'vaksin', 'booster', 'vaksin', 'hamil', 'muda', 'syarat', 'vaksin', 'hamil', 'sdgkan', 'tertawa']",-1.0,-1.0
2521,"['jadwal', 'vaksin', 'booster', 'pantau', 'sehat', 'wargi']",1.0,1.0
4137,"['pliss', 'cari', 'vaksin', 'booster', 'bandung']",-1.0,-1.0
5690,"['jalan', 'udara', 'domestik', 'wajib', 'vaksin', 'booster', 'keluarga', 'vaksin', 'booster', 'lampir', 'hasil', 'test', 'pcr', 'syarat', 'tambahanya', 'terimakasih']",1.0,1.0
168,"['galauu', 'bgtt', 'nabung', 'konser', 'takut', 'dibolehin', 'krna', 'vaksin', 'booster']",1.0,1.0
1507,"['ayo', 'kunjung', 'gerai', 'vaksin', 'cfd', 'november', 'jam', 'wib', 'salza', 'simpang', 'pati', 'jenis', 'vaksin', 'sedia', 'pfizer', 'lupa', 'bawa', 'fotocopy', 'kakak', 'kartutandapenduduk', 'kartu', 'vaksin', 'vaksin', 'booster', 'mini', 'usia', 'jarak', 'vaksin', 'minimal']",1.0,1.0
296,"['gaaaassss', 'vaksin', 'booster', 'influenza', 'nareshkuy', 'bareng']",1.0,1.0
3886,"['pantau', 'vaksin', 'booster', 'kapolres', 'bima', 'ingat', 'warga', 'ikut', 'vaksinbooster']",1.0,1.0
2164,"['vaksin', 'booster', 'vaksin', 'booster', 'mudah', 'jalan', 'kota', 'negeri', 'data', 'oktober', 'situs', 'warga', 'indonesia', 'vaksin', 'booster', 'ayo', 'vaksin', 'booster']",1.0,1.0
5462,"['sial', 'banget', 'complain', 'ri', 'chatbot', 'gajelas', 'dm', 'dibales', 'vaksin', 'booster', 'sertifikat', 'suntik', 'lagiiiii', 'sial', 'lelah', 'banget']",-1.0,1.0
5732,"['admin', 'vaksin', 'booster', 'stasiun', 'kakak', 'senen', 'sedia']",1.0,1.0
4467,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
4867,"['selamat', 'sore', 'maaf', 'ketidaknyamanannya', 'calon', 'tumpang', 'jalan', 'kakak', 'wajib', 'vaksin', 'booster']",1.0,1.0
5363,"['foundation', 'mafia', 'vaksin', 'palsu', 'pagi', 'temu', 'booster', 'apk', 'peduli', 'lindung', 'terverified', 'muncul', 'sertifikat', 'vaksin', 'booster', 'vaksin', 'alhasil', 'ehac', 'layak', 'terbang']",1.0,1.0
5023,"['mksdnya', 'vaksin', 'booster', 'bantu']",1.0,1.0
4159,"['ness', 'informasi', 'vaksin', 'booster', 'plsss', 'kesana', 'kemari', 'ko', 'habis']",1.0,1.0
3096,"['masyarakat', 'ikut', 'vaksin', 'booster']",-1.0,-1.0
5049,"['permisi', 'pakibu', 'vaksin', 'booster', 'sedia']",1.0,1.0
4697,"['sabr', 'enjoy', 'tume', 'home', 'bytheway', 'pusing', 'cari', 'vaksin', 'booster', 'wkakakak', 'kosong', 'stok']",-1.0,-1.0
4926,"['coba', 'cek', 'ketersediaa', 'vaksin', 'booster', 'jakarta', 'vaksin', 'boster', 'susah', 'banget', 'disemarang', 'batas', 'jalan', 'daerah', 'semarang', 'cari', 'pukses', 'abs']",-1.0,-1.0
742,"['sometimes', 'think', 'sebentar', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
17,"['balai', 'rw', 'tlogosari', 'kota', 'semarang', 'ada', 'vaksin', 'booster', 'massal', 'tolak', 'vaksin', 'vaksin', 'masal', 'lanjutusia', 'minimal', 'sayang', 'lanjutusia']",-1.0,-1.0
3650,"['vaksin', 'booster', 'sibuk', 'melulu', 'beneran']",1.0,1.0
1400,"['vaksin', 'booster', 'sertifikat', 'vaksin', 'pedulilindungi', 'pas', 'cetak', 'tiket', 'terang', 'tiket', 'vaksin', 'bantu', 'data', 'sinkronisasi']",1.0,1.0
5564,"['sesuai', 'anjur', 'vaksin', 'booster', 'faq', 'postingan']",1.0,1.0
747,"['selamat', 'sore', 'kakak', 'kakak', 'kota', 'tumpang', 'usia', 'atas', 'wajib', 'terima', 'vaksin', 'booster', 'informasi', 'lengkap', 'link', 'terimakasih']",1.0,1.0
3737,"['vaksin', 'booster', 'baca', 'ges']",1.0,1.0
5613,"['pandemi', 'selesai', 'waspada', 'gaiss', 'selesai', 'hilanggg', 'lupa', 'vaksin', 'booster', 'tingkat', 'imun', 'kitaa', 'stay', 'healty', 'gaiss', 'jaga', 'prokes']",1.0,1.0
4537,"['informasi', 'vaksin', 'booster', 'daerah', 'bekas']",-1.0,1.0
3322,"['tibatiba', 'undang', 'tiket', 'vip', 'guest', 'pass', 'paddock', 'pass', 'hyundai', 'jumatminggu', 'superbike', 'wsbk', 'mandalika', 'vaksin', 'booster', 'undang', 'mau', 'nonton', 'sayang', 'taro']",1.0,1.0
4731,"['vaksin', 'booster', 'tangan', 'rasane', 'kemeng', 'tenan', 'coookk']",1.0,1.0
5208,"['vaksin', 'booster', 'daerah', 'bekas']",-1.0,-1.0
626,"['vaksin', 'vaksin', 'booster', 'vaksin', 'dosis', 'tiga', 'upaya', 'putus', 'rantai', 'tular', 'covid', 'tuju', 'tingkat', 'imunitas', 'tubuh', 'lawan', 'virus', 'corona']",-1.0,1.0
1411,"['monggo', 'dulur', 'vaksin', 'booster', 'kepolisianresor', 'madiun', 'tanggal', 'desember', 'wib', 'wib', 'tulis']",-1.0,1.0
2197,"['kepolisianresor', 'madiun', 'sedia', 'vaksin', 'gratis', 'selasa', 'wib', 'wib', 'ruang', 'sidokes', 'kepolisianresor', 'madiun', 'syarat', 'bawa', 'fc', 'kartutandapenduduk', 'kakak', 'vaksin', 'booster', 'minimal', 'vaksin', 'primer', 'dosis', 'lengkap']",-1.0,1.0
5327,"['informasi', 'vaksin', 'booster', 'daerah', 'jkttgr']",1.0,1.0
2759,"['fucksin', 'booster', 'lebih', 'target', 'jangkrik', 'cepat', 'cair', 'gampang', 'aje', 'atur', 'beli', 'bbm', 'mesti', 'nunjukin', 'sertifikat', 'vaksin', 'booster']",1.0,1.0
5042,"['vaksin', 'booster', 'buru', 'warga', 'syarat', 'jalan', 'dinkes', 'palangkaraya', 'habis', 'stok']",1.0,1.0
2333,"['ayo', 'vaksin', 'booster', 'sunti', 'vaksin', 'booster', 'vaksin', 'indovac', 'buat', 'negeri', 'ajak', 'masyrkt', 'ambil', 'sempat', 'vaksin', 'booster', 'kuat', 'covid']",1.0,1.0
5105,"['sedia', 'layan', 'vaksin', 'booster', 'cgk', 'terima', 'kasih']",1.0,1.0
1261,"['potensi', 'sebar', 'realisasi', 'vaksin', 'booster', 'lambat', 'iring', 'jenuh', 'masyarakat', 'hadap', 'wabah', 'covid', 'masyarakat', 'ingat', 'abai', 'protokol', 'sehat', 'raya', 'libur', 'nataru']",1.0,1.0
3339,"['menteri', 'sehat', 'budi', 'gunadi', 'sadikin', 'imbau', 'masyarakat', 'fasilitas', 'layan', 'sehat', 'vaksin', 'booster']",1.0,1.0
14,"['sakit', 'banget', 'anynggggg', 'bad', 'badan', 'sakit', 'gelooooooooooo', 'tidakbisa', 'miring', 'kiri', 'tidakbisa', 'miring', 'kanan', 'binasa', 'efek', 'vaksin', 'booster']",-1.0,-1.0
2420,"['lamar', 'ganteng', 'bgtt', 'vaksin', 'booster', 'teman', 'tidakapa-apa', 'boosternya', 'nyusul']",1.0,-1.0
5406,"['aulia', 'santai', 'vaksin', 'booster']",1.0,1.0
5559,"['banjar', 'aglomerasi', 'brrti', 'vaksin', 'booster', 'tunggu', 'jawab']",1.0,1.0
3491,"['lupa', 'terap', 'protokol', 'sehat', 'vaksin', 'booster', 'putus', 'sebar', 'covid', 'varian']",1.0,1.0
4473,"['magelang', 'teman', 'butuh', 'informasi', 'vaksin', 'booster']",-1.0,-1.0
5304,"['kai', 'wajib', 'vaksin', 'booster', 'gasii']",-1.0,-1.0
4198,"['selamat', 'malam', 'syarat', 'jalan', 'kakak', 'jarak', 'usia', 'wajib', 'vaksin', 'booster', 'wajib', 'tunjuk', 'hasil', 'negatif', 'pcrantigen', 'informasi', 'lengkap', 'cek', 'link', 'terimakasih']",1.0,1.0
65,"['tembak', 'vaksin', 'booster', 'only', 'booster', 'dm']",-1.0,-1.0
2525,"['daftar', 'vaksin', 'booster', 'lanjutusia']",1.0,1.0
1103,"['mobil', 'vaksinasi', 'hadir', 'polresta', 'sidoarjo', 'layan', 'jemput', 'bola', 'mudah', 'masyarakat', 'layan', 'layan', 'vaksin', 'booster', 'upaya', 'cegah', 'sebar', 'covid']",1.0,1.0
996,"['lamongan', 'malang', 'vaksin', 'booster', 'dosis']",-1.0,-1.0
5644,"['informasi', 'vaksin', 'booster', 'daerah', 'bogor', 'vaksin', 'sinovac', 'urgent', 'banget', 'ketemu', 'sayang']",1.0,1.0
5291,"['nomor', 'salty', 'vaksin', 'booster', 'vaksin', 'tahap', 'vaksin', 'slotnya', 'jarang', 'degdegan', 'berangkat', 'konser', 'besok', 'takut', 'dibolehin']",-1.0,-1.0
3518,"['usia', 'proteksi', 'vaksin', 'booster', 'tugas', 'publik']",-1.0,1.0
4813,"['syarat', 'terbang', 'domestik', 'nunjukin', 'bukti', 'vaksin', 'booster', 'app', 'peduli', 'lindung', 'tambah']",1.0,1.0
764,"['jbrfess', 'rek', 'informasi', 'vaksin', 'booster']",1.0,1.0
805,"['jelang', 'nataru', 'wajib', 'vaksin', 'booster', 'kendara']",1.0,1.0
4879,"['informasi', 'vaksin', 'booster', 'dom', 'tangerang', 'plssssssss', 'kosong']",-1.0,-1.0
88,"['hindar', 'virus', 'vaksin', 'booster', 'terap', 'protokol', 'sehat']",1.0,1.0
2377,"['potret', 'vaksin', 'booster', 'asli', 'buat', 'indonesia']",1.0,1.0
4310,"['tumpang', 'yangbersangkutan', 'maaf', 'tugas', 'maaf', 'klarifikasi', 'ungkap', 'yangbersangkutan', 'vaksin', 'booster', 'bawa', 'bukti', 'manual', 'boosternya', 'baca', 'apk', 'pedulilindungi']",1.0,1.0
2829,"['ancam', 'tingkat', 'pasien', 'covid', 'waspada', 'cegah', 'tertib', 'vaksin', 'booster']",1.0,1.0
5257,"['jalan', 'prokes', 'disiplin', 'upaya', 'cegah', 'sebar', 'virus', 'covid', 'sebar', 'covid', 'kendali', 'abai', 'prokes', 'laku', 'vaksin', 'booster']",1.0,1.0
1755,"['endemi', 'tubuh', 'lupa', 'vaksin', 'booster', 'gengs']",-1.0,-1.0
5793,"['butuh', 'tonton', 'acara', 'koplo', 'oktober', 'jam', 'absen', 'kelar', 'jam', 'wib', 'graha', 'mitra', 'wajib', 'vaksin', 'booster', 'baju', 'casual', 'rapih', 'nomor', 'sendal', 'fee', 'korang', 'makan']",-1.0,-1.0
544,"['ready', 'tembak', 'vaksin', 'vaksin', 'proses', 'muncul', 'apk', 'peduli', 'lindung', 'proses', 'bayar', 'bayar', 'lunaslangsung', 'proses', 'cepat']",1.0,1.0
4181,"['vaksin', 'booster', 'setamina', 'kembang', 'virus']",1.0,1.0
5267,"['pagi', 'tempatfaskes', 'terima', 'vaksin', 'booster', 'rekomendasi']",1.0,1.0
977,"['kakak', 'vaksin', 'booster', 'deteksi', 'gtu', 'pas', 'cek', 'peduli', 'lindung', 'gtu']",1.0,1.0
4246,"['stasiun', 'tawang', 'semarang', 'sedia', 'vaksin', 'booster', 'syarat', 'terimakasih']",1.0,1.0
2805,"['tolak', 'vaksin', 'booster', 'alas', 'vaksin', 'tahu', 'virus', 'mutasi', 'andal', 'senjata', 'mikirrr', 'mikir']",1.0,-1.0
2347,"['selamat', 'pagi', 'sesuai', 'kemenhub', 'nomor', 'tanggal', 'agustus', 'tumpang', 'kakak', 'antarkota', 'usia', 'wajib', 'vaksin', 'booster', 'informasi', 'lengkap', 'cek', 'link', 'terimakasih']",1.0,1.0
5183,"['dukung', 'peduli', 'aplikasi', 'jaki', 'gugah', 'ide', 'lapor', 'rusa', 'sarana', 'prasarana', 'jadwal', 'vaksin', 'booster', 'daftar', 'pustaka', 'jakarta', 'lainlain', 'senang', 'inovasi', 'jaki', 'moga', 'kembang']",1.0,1.0
401,"['tiket', 'mahal', 'banding', 'fasilitas', 'ngeluh', 'cuma', 'dibacotin', 'bajernya', 'app', 'kai', 'error', 'melulu', 'pesan', 'susah', 'vaksin', 'booster', 'jalan', 'tol', 'mobil', 'murah', 'pergi', 'keluarga', 'nyetir']",-1.0,1.0
1744,"['covid', 'sebab', 'gejala', 'sisa', 'waspada', 'teman', 'lupa', 'vaksin', 'booster']",1.0,1.0
2099,"['vaksin', 'booster', 'sebar', 'mudah', 'sulit']",1.0,1.0
576,"['giveaway', 'vaksin', 'booster', 'tidakapa-apa', 'usaha', 'apa', 'hasil', 'ku', 'terima']",1.0,1.0
2653,"['reposted', 'kota', 'jakarta', 'pasuk', 'laku', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'november', 'desember', 'ayo', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster']",1.0,1.0
681,"['maaf', 'stasiun', 'malang', 'kertosono', 'vaksin', 'booster', 'terimakasih']",1.0,1.0
4043,"['selamat', 'pagi', 'tumpang', 'kakak', 'kota', 'usia', 'wajib', 'vaksinasi', 'tiga', 'booster', 'periksa', 'hasil', 'negatif', 'rtpcrrapid', 'antigen', 'railmin', 'imbau', 'vaksin', 'booster']",1.0,1.0
2874,"['nyata', 'vaksin', 'batpil', 'vaksin', 'booster', 'sekali', 'parah', 'beuud']",-1.0,-1.0
410,"['stasiun', 'pasar', 'turi', 'sby', 'vaksin', 'booster', 'terima', 'kasih']",1.0,1.0
501,"['jalan', 'kaligung', 'jurus', 'pekalongansemarang', 'vaksin', 'booster', 'vaksin', 'dosis', 'terimakasih']",1.0,1.0
5682,"['epidemiolog', 'universitasairlangga', 'dukung', 'vaksin', 'booster', 'syarat', 'mudik', 'lebaran']",1.0,1.0
4396,"['amerikaserikat', 'terima', 'sunti', 'vaksin', 'booster', 'covid', 'baru']",1.0,1.0
181,"['informasi', 'vaksin', 'booster', 'pamulang', 'orangtua', 'thank']",1.0,1.0
5482,"['karyawan', 'outsourcing', 'wajib', 'vaksin', 'dosis', 'panjang', 'kontrak', 'wajib', 'vaksin', 'booster', 'panjang', 'kontrak', 'sungguh', 'sulit', 'hidup', 'era', 'sulit', 'jiwa', 'nurut', 'otoritas']",1.0,1.0
346,"['mjb', 'cari', 'aman', 'lebihbaik', 'vaksin', 'booster']",-1.0,-1.0
3473,"['jawa', 'ganjar', 'pranowo', 'warga', 'suntik', 'vaksin', 'booster', 'cegah', 'sebar', 'varian', 'covid']",1.0,1.0
4141,"['vaksin', 'booster', 'sejogja', 'kosong']",-1.0,-1.0
2788,"['lancar', 'giat', 'vaksin', 'booster', 'dskacangan', 'kecsumberlawang', 'personil', 'sumberlawang', 'laku', 'giat', 'kam', 'giat', 'jalan', 'aman', 'lancar']",1.0,1.0
598,"['terima', 'kasih', 'nyediain', 'ngeladenin', 'manja', 'kangmas', 'sayang', 'habis', 'kucing', 'ngaokngaok', 'pulang', 'vaksin', 'booster', 'adik', 'lambat', 'banget', 'berangkat', 'ngantornya', 'goreng', 'lauk', 'ganti', 'air', 'dispenser']",1.0,1.0
676,"['menko', 'giat', 'natal', 'bebas', 'ketat', 'batas', 'jalan', 'pakai', 'vaksin', 'booster']",-1.0,-1.0
2484,"['jujur', 'vaksin', 'booster', 'ingus', 'melulu', 'hidung', 'mampet']",-1.0,1.0
3403,"['jasa', 'tembak', 'vaksin', 'booster', 'bayar', 'sertif', 'muncul', 'drop', 'fee']",-1.0,1.0
2476,"['izin', 'lanjutusia', 'vaksin', 'booster']",-1.0,-1.0
259,"['bukti', 'vaksin', 'booster', 'hp', 'tidakapa-apa']",-1.0,-1.0
279,"['vaksin', 'vaksin', 'booster', 'jalan', 'jarak', 'siap', 'bantu', 'terima', 'kasih']",1.0,1.0
4032,"['informasi', 'vaksin', 'booster', 'stock', 'tnjpinang', 'terbang']",1.0,1.0
198,"['pantes', 'pakai', 'vaksin', 'booster']",1.0,1.0
4882,"['informasi', 'lokasi', 'vaksin', 'booster', 'daerah', 'bekas']",-1.0,1.0
2594,"['informasi', 'cikuray', 'kiaracondongps', 'senen', 'vaksin', 'sakit', 'boleh', 'vaksin', 'booster', 'dokter', 'surat', 'terang', 'rumah', 'sakit', 'surat', 'dokter']",-1.0,-1.0
4868,"['wajib', 'vaksin', 'booster']",-1.0,-1.0
1595,"['kakanwil', 'kemenkumham', 'jateng', 'yuspahruddin', 'rumahtahanan', 'kebumen', 'laksana', 'vaksin', 'booster', 'wbp', 'keluarga', 'wbp']",1.0,1.0
5492,"['informasi', 'vaksin', 'booster', 'malang']",-1.0,-1.0
705,"['lambat', 'banget', 'izin', 'vaksin', 'booster', 'uang', 'beli', 'tiket', 'makan', 'harap', 'ketemu', 'bong', 'pengin', 'banget', 'ketemu', 'rezeki', 'pengin', 'ketemu', 'shuami', 'ku']",1.0,1.0
1144,"['daks', 'informasi', 'vaksin', 'booster', 'sekitar', 'cimahi', 'vaksin', 'saacan', 'kalau', 'dikaluarken', 'terimakasih']",1.0,1.0
5167,"['vaksin', 'booster', 'mu', 'tangkal', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
2579,"['vaksin', 'booster', 'siap']",1.0,1.0
3161,"['ban', 'dipungkiri', 'vaksin', 'booster', 'disiplin', 'prokes', 'pisah', 'efektif', 'cegah', 'tular', 'virus', 'covid', 'selamat', 'ayah']",1.0,1.0
1501,"['jambi', 'ajak', 'warga', 'vaksin', 'booster', 'daftar']",1.0,1.0
1322,"['jenis', 'vaksin', 'booster', 'sesuai', 'vaksin', 'booster', 'lengkap', 'cek', 'tentu', 'atas', 'bedasarkan', 'surat', 'edar', 'nomor', 'hkc', 'vaksinasi', 'covid', 'dosis', 'booster', 'kelompok', 'usia', 'ayo', 'lengkap', 'vaksinasi']",-1.0,1.0
2107,"['amin', 'soebandrio', 'indovac', 'aman', 'sesuai', 'vaksin', 'booster']",1.0,1.0
4602,"['cerita', 'jakarta', 'kai', 'vaksin', 'booster', 'cirebon', 'stock', 'habis', 'bingung', 'swab', 'takut', 'swab']",1.0,1.0
